"","Rank","Name","Growth_Rate","Revenue","Industry","Employees","City","State","state","city","lon","lat"
"1203",1204,"Travel All Russia",3.46,9e+06,"Travel & Hospitality",10,"Arlington","VA","VA","Arlington",-77.0909809,38.8816208
"1204",1205,"Lease A Sales Rep",3.46,9600000,"Business Products & Services",120,"Raleigh","NC","NC","Raleigh",-78.6381787,35.7795897
"1205",1206,"Prairie Quest Consulting",3.46,10500000,"Government Services",159,"Fort Wayne","IN","IN","Fort Wayne",-85.1393513,41.079273
"1206",1207,"VoIP Innovations",3.45,9e+06,"Telecommunications",21,"Pittsburgh","PA","PA","Pittsburgh",-79.9958864,40.4406248
"1207",1208,"Magic Hat Consulting",3.44,10400000,"Business Products & Services",62,"Fort Washington","PA","PA","Fort Washington",-77.0230313,38.7073379
"1208",1209,"Coastal Luxury Management",3.43,15900000,"Food & Beverage",200,"Monterey","CA","CA","Monterey",-121.8946761,36.6002378
"1209",1210,"Trepoint",3.43,4300000,"Advertising & Marketing",15,"Great Neck","NY","NY","Great Neck",-73.7284647,40.8006567
"1210",1211,"iVision",3.43,37200000,"IT Services",82,"Atlanta","GA","GA","Atlanta",-84.3879824,33.7489954
"1211",1212,"Maestro",3.43,3700000,"Business Products & Services",37,"Kalamazoo","MI","MI","Kalamazoo",-85.5872286,42.2917069
"1212",1213,"Nytec",3.42,21700000,"Engineering",162,"Redmond","WA","WA","Redmond",-122.121512,47.6739881
"1213",1214,"ALAC International",3.42,56500000,"Manufacturing",11,"New York","NY","NY","New York",-74.0059728,40.7127753
"1214",1215,"Patxi's Pizza",3.42,14200000,"Food & Beverage",418,"Sausalito","CA","CA","Sausalito",-122.4852507,37.8590937
"1215",1216,"Continental Health Alliance",3.41,2900000,"Insurance",40,"Brentwood","TN","TN","Brentwood",-121.6957863,37.931868
"1216",1217,"Delta Defense",3.41,10500000,"Media",29,"Jackson","WI","WI","Jackson",-110.7624282,43.4799291
"1217",1218,"Guaranteed Rate",3.41,5.17e+08,"Real Estate",2391,"Chicago","IL","IL","Chicago",-87.6297982,41.8781136
"1218",1219,"United Esoterics",3.41,3600000,"Health",41,"WOBURN","MA","MA","WOBURN",-71.1522765,42.4792618
"1219",1220,"Benz Communications",3.4,2700000,"Human Resources",14,"San Francisco","CA","CA","San Francisco",-122.4194155,37.7749295
"1220",1221,"DuChateau Floors",3.39,25100000,"Construction",30,"San Diego","CA","CA","San Diego",-117.1610838,32.715738
"1221",1222,"Employment Plus",3.39,345600000,"Human Resources",350,"Bloomington","IN","IN","Bloomington",-86.5263857,39.165325
"1222",1223,"Sales Engine International",3.38,3700000,"Advertising & Marketing",28,"Austin","TX","TX","Austin",-97.7430608,30.267153
"1223",1224,"Sphyra",3.38,7e+06,"Financial Services",24,"Spokane Valley","WA","WA","Spokane Valley",-117.2393748,47.6732281
"1224",1225,"Bounce Energy",3.37,97600000,"Energy",46,"Houston","TX","TX","Houston",-95.3698028,29.7604267
"1225",1226,"Gotham Cigars",3.37,4e+06,"Retail",14,"Miami","FL","FL","Miami",-80.1917902,25.7616798
"1226",1227,"Enviro Clean Products & Services",3.36,18400000,"Environmental Services",77,"Oklahoma City","OK","OK","Oklahoma City",-97.5164276,35.4675602
"1227",1228,"Fractal Analytics",3.35,16400000,"Business Products & Services",424,"San Mateo","CA","CA","San Mateo",-122.3255254,37.5629917
"1228",1229,"VLink",3.35,14800000,"IT Services",142,"South Windsor","CT","CT","South Windsor",-72.5717551,41.8489872
"1229",1230,"Proxy Personnel",3.35,6200000,"Human Resources",85,"Washington","DC","DC","Washington",-120.7401385,47.7510741
"1230",1231,"Spreadshirt",3.35,31400000,"Retail",283,"Boston","MA","MA","Boston",-71.0588801,42.3600825
"1231",1232,"United Global Technologies",3.34,4e+06,"IT Services",50,"Charlotte","NC","NC","Charlotte",-80.8431267,35.2270869
"1232",1233,"i95Dev",3.34,2600000,"IT Services",135,"Rockville","MD","MD","Rockville",-77.1527578,39.0839973
"1233",1234,"Berricle",3.34,2200000,"Retail",11,"ASTORIA","NY","NY","ASTORIA",-123.8312534,46.1878841
"1234",1235,"DZ Solutions Enterprises",3.34,20600000,"IT Services",23,"Los Angeles","CA","CA","Los Angeles",-118.2436849,34.0522342
"1235",1236,"SkillSurvey",3.34,10300000,"Software",51,"Wayne","PA","PA","Wayne",-83.336188,42.2790746
"1236",1237,"Beacon Hill Staffing Group",3.34,156100000,"Human Resources",269,"Boston","MA","MA","Boston",-71.0588801,42.3600825
"1237",1238,"PinnacleAIS",3.32,2.7e+07,"Engineering",202,"Pasadena","TX","TX","Pasadena",-118.1445155,34.1477849
"1238",1239,"TrackVia",3.32,2300000,"Business Products & Services",29,"Denver","CO","CO","Denver",-104.990251,39.7392358
"1239",1240,"The Nerdery",3.32,37200000,"Software",440,"Minneapolis","MN","MN","Minneapolis",-93.2650108,44.977753
"1240",1241,"BigCommerce",3.32,11800000,"Software",172,"Austin","TX","TX","Austin",-97.7430608,30.267153
"1241",1242,"Defensor Security",3.31,2700000,"Government Services",150,"Alexandria","VA","VA","Alexandria",-77.0469214,38.8048355
"1242",1243,"Elan Partners",3.31,6900000,"IT Services",88,"Addison","TX","TX","Addison",-96.8291685,32.96179
"1243",1244,"OGSystems",3.3,2.7e+07,"Government Services",133,"Chantilly","VA","VA","Chantilly",-77.4310992,38.8942786
"1244",1245,"E Systems Technology",3.3,1.9e+07,"Manufacturing",84,"Santa Clara","CA","CA","Santa Clara",-121.9552356,37.3541079
"1245",1246,"Ob Hospitalist Group",3.3,51100000,"Health",262,"Mauldin","SC","SC","Mauldin",-82.310119,34.77873
"1246",1247,"RBA",3.3,41500000,"IT Services",300,"Wayzata","MN","MN","Wayzata",-93.5066217,44.97413
"1247",1248,"BRMi",3.3,17900000,"Government Services",70,"Clarksville","MD","MD","Clarksville",-87.3594528,36.5297706
"1248",1249,"Miva Merchant",3.3,9100000,"Software",78,"San Diego","CA","CA","San Diego",-117.1610838,32.715738
"1249",1250,"Cetan Corp",3.29,11400000,"IT Services",16,"Chesapeake","VA","VA","Chesapeake",-76.2874927,36.7682088
"1250",1251,"Bild & Company",3.29,3700000,"Business Products & Services",15,"Palm Harbor","FL","FL","Palm Harbor",-82.7637127,28.0780718
"1251",1252,"Nutiva",3.29,38800000,"Food & Beverage",52,"Richmond","CA","CA","Richmond",-77.4360481,37.5407246
"1252",1253,"Advanced Fraud Solutions",3.28,2900000,"Financial Services",11,"Kernersville","NC","NC","Kernersville",-80.0736533,36.1198588
"1253",1254,"Appleton Learning",3.27,4100000,"Education",20,"Huntsville","AL","AL","Huntsville",-86.5861037,34.7303688
"1254",1255,"ExterNetworks",3.27,2e+07,"IT Services",180,"Piscataway","NJ","NJ","Piscataway",-74.4642861,40.554887
"1255",1256,"Kovarus",3.27,64800000,"IT Services",49,"San Ramon","CA","CA","San Ramon",-121.9780153,37.7799273
"1256",1257,"ReplaceMyContacts.com",3.26,5e+06,"Health",22,"Coplay","PA","PA","Coplay",-75.4954612,40.6700965
"1257",1258,"PharmaPoint",3.25,6600000,"Health",17,"Birmingham","AL","AL","Birmingham",-86.8103567,33.5185892
"1258",1259,"Decorplanet.com",3.25,13800000,"Retail",61,"New York","NY","NY","New York",-74.0059728,40.7127753
"1259",1260,"Saylent",3.25,3500000,"Financial Services",24,"Franklin","MA","MA","Franklin",-86.8688899,35.9250637
"1260",1261,"Alcova Mortgage",3.25,14800000,"Financial Services",175,"Roanoke","VA","VA","Roanoke",-75.6615384,35.8897427
"1261",1262,"Armenta",3.24,9100000,"Consumer Products & Services",62,"Houston","TX","TX","Houston",-95.3698028,29.7604267
"1262",1263,"Two Marines Moving",3.24,2800000,"Logistics & Transportation",75,"Alexandria","VA","VA","Alexandria",-77.0469214,38.8048355
"1263",1264,"JMA Properties",3.24,2100000,"Real Estate",2,"Portland","OR","OR","Portland",-122.6750261,45.5051064
"1264",1265,"Crane Worldwide Logistics",3.24,471500000,"Logistics & Transportation",1200,"Houston","TX","TX","Houston",-95.3698028,29.7604267
"1265",1266,"Audubon Engineering Company",3.24,248100000,"Engineering",950,"Houston","TX","TX","Houston",-95.3698028,29.7604267
"1266",1267,"Landpoint",3.24,1.2e+07,"Engineering",106,"Bossier City","LA","LA","Bossier City",-93.7321228,32.5159852
"1267",1268,"eBridge Solutions",3.23,13800000,"IT Services",16,"Tampa","FL","FL","Tampa",-82.4571776,27.950575
"1268",1269,"Evolve IP",3.23,24100000,"IT Services",80,"Wayne","PA","PA","Wayne",-83.336188,42.2790746
"1269",1270,"IPT Associates",3.23,15700000,"Government Services",105,"Billerica","MA","MA","Billerica",-71.2689461,42.5584218
"1270",1271,"Honey-Can-Do International",3.21,28100000,"Consumer Products & Services",46,"Berkeley","IL","IL","Berkeley",-122.273042,37.8715226
"1271",1272,"Search Influence",3.21,4600000,"Advertising & Marketing",47,"New Orleans","LA","LA","New Orleans",-90.0715323,29.9510658
"1272",1273,"Total Apps",3.2,2300000,"Financial Services",9,"Aliso Viejo","CA","CA","Aliso Viejo",-117.7262981,33.5684605
"1273",1274,"R2 Logistics",3.2,63900000,"Logistics & Transportation",84,"Jacksonville","FL","FL","Jacksonville",-81.655651,30.3321838
"1274",1275,"SCIO Health Analytics",3.2,37700000,"Health",477,"West Hartford","CT","CT","West Hartford",-72.7420151,41.7620842
"1275",1276,"The Dagit Group",3.19,9700000,"Construction",12,"King of Prussia","PA","PA","King of Prussia",-75.3835525,40.1012856
"1276",1277,"Pinnacle Solutions",3.19,10200000,"Government Services",69,"Huntsville","AL","AL","Huntsville",-86.5861037,34.7303688
"1277",1278,"Pens N More",3.19,5200000,"Retail",24,"Hickory Hills","IL","IL","Hickory Hills",-87.825055,41.7255879
"1278",1279,"Medical Guardian",3.18,5500000,"Health",34,"Philadelphia","PA","PA","Philadelphia",-75.1652215,39.9525839
"1279",1280,"VariQ",3.18,8300000,"Security",41,"Washington","DC","DC","Washington",-120.7401385,47.7510741
"1280",1281,"Employee Solutions",3.18,79100000,"Human Resources",66,"Plano","TX","TX","Plano",-96.6988856,33.0198431
"1281",1282,"Oakland Consulting Group",3.18,18300000,"IT Services",65,"Lanham","MD","MD","Lanham",-76.8620327,38.9685112
"1282",1283,"Environmental Service Laboratories",3.18,10600000,"Environmental Services",70,"Indiana","PA","PA","Indiana",-86.1349019,40.2671941
"1283",1284,"Hearthside Food Solutions",3.17,839600000,"Food & Beverage",5000,"Downers Grove","IL","IL","Downers Grove",-88.0111746,41.8089191
"1284",1285,"Team Velocity Marketing",3.17,38400000,"Advertising & Marketing",87,"Herndon","VA","VA","Herndon",-77.3860976,38.9695545
"1285",1286,"Total Beauty Media Group",3.17,8400000,"Media",35,"Santa Monica","CA","CA","Santa Monica",-118.4911912,34.0194543
"1286",1287,"IP Pathways",3.17,14400000,"IT Services",23,"Urbandale","IA","IA","Urbandale",-93.7121656,41.6266555
"1287",1288,"SouthEnd Exteriors",3.17,1.3e+07,"Construction",21,"Charlotte","NC","NC","Charlotte",-80.8431267,35.2270869
"1288",1289,"The Business Backer",3.16,9600000,"Financial Services",47,"Cincinnati","OH","OH","Cincinnati",-84.5120196,39.1031182
"1289",1290,"SASid Insurance Development",3.16,7800000,"Insurance",32,"Janesville","WI","WI","Janesville",-89.0187222,42.6827885
"1290",1291,"DefySupply.com",3.15,3400000,"Retail",32,"Minneapolis","MN","MN","Minneapolis",-93.2650108,44.977753
"1291",1292,"Bongo International",3.15,10900000,"Logistics & Transportation",85,"Bridgeport","CT","CT","Bridgeport",-73.1894384,41.1792258
"1292",1293,"Madison Logic",3.14,14900000,"Advertising & Marketing",51,"New York","NY","NY","New York",-74.0059728,40.7127753
"1293",1294,"Mister Quik",3.14,11300000,"Consumer Products & Services",74,"Indianapolis","IN","IN","Indianapolis",-86.158068,39.768403
"1294",1295,"Orsini Healthcare",3.14,86300000,"Health",162,"Elk Grove Village","IL","IL","Elk Grove Village",-87.9703461,42.0039178
"1295",1296,"Phone.com",3.14,6e+06,"Telecommunications",31,"Livingston","NJ","NJ","Livingston",-74.3300842,40.7862871
"1296",1297,"JJR Solutions",3.13,3400000,"IT Services",36,"Dayton","OH","OH","Dayton",-84.1916069,39.7589478
"1297",1298,"Rickshaw Bagworks",3.13,2e+06,"Consumer Products & Services",20,"San Francisco","CA","CA","San Francisco",-122.4194155,37.7749295
"1298",1299,"Nature's Innovation",3.13,6200000,"Environmental Services",32,"Buford","GA","GA","Buford",-84.0043513,34.1206564
"1299",1300,"ClearBridge Technology Group",3.13,1.7e+07,"IT Services",110,"Billerica","MA","MA","Billerica",-71.2689461,42.5584218
"1300",1301,"Crucial Vacuum",3.12,5100000,"Retail",17,"Little Ferry","NJ","NJ","Little Ferry",-74.0420848,40.8528777
"1301",1302,"Resonate",3.12,16800000,"Advertising & Marketing",79,"Reston","VA","VA","Reston",-77.3570028,38.9586307
"1302",1303,"Lux Consulting",3.12,11300000,"Government Services",55,"Silver Spring","MD","MD","Silver Spring",-77.026088,38.9906657
"1303",1304,"Chenal Brands",3.12,109200000,"Media",356,"Los Angeles","CA","CA","Los Angeles",-118.2436849,34.0522342
"1304",1305,"Balsam Brands",3.1,34700000,"Retail",32,"Redwood City","CA","CA","Redwood City",-122.2363548,37.4852152
"1305",1306,"BrightStar Care",3.1,211900000,"Health",31,"Gurnee","IL","IL","Gurnee",-87.9020186,42.3702996
"1306",1307,"Hoffman Weber Construction",3.1,13600000,"Construction",48,"Fridley","MN","MN","Fridley",-93.2632821,45.0860765
"1307",1308,"ASK Staffing",3.09,22100000,"Human Resources",1001,"Duluth","GA","GA","Duluth",-92.1004852,46.7866719
"1308",1309,"ApplicantPro",3.09,2e+06,"Human Resources",23,"American Fork","UT","UT","American Fork",-111.7957645,40.3768954
"1309",1310,"LPS Integration",3.09,7.2e+07,"IT Services",48,"Nashville","TN","TN","Nashville",-86.7816016,36.1626638
"1310",1311,"Technatomy",3.08,40300000,"Government Services",185,"Fairfax","VA","VA","Fairfax",-77.3063733,38.8462236
"1311",1312,"Prive Jets",3.08,16500000,"Travel & Hospitality",12,"Hallandale","FL","FL","Hallandale",-80.148379,25.9812024
"1312",1313,"Mortgage Returns",3.07,4200000,"Financial Services",39,"Saint Louis","MO","MO","Saint Louis",-90.1994042,38.6270025
"1313",1314,"Kentico Software",3.07,4400000,"Software",11,"Nashua","NH","NH","Nashua",-71.467566,42.7653662
"1314",1315,"Black Lotus Communications",3.07,2300000,"IT Services",12,"Los Angeles","CA","CA","Los Angeles",-118.2436849,34.0522342
"1315",1316,"Integrated Practice Solutions",3.07,19800000,"Health",81,"San Diego","CA","CA","San Diego",-117.1610838,32.715738
"1316",1317,"Premier Staffing",3.07,15600000,"Human Resources",35,"San Francisco","CA","CA","San Francisco",-122.4194155,37.7749295
"1317",1318,"InThinc",3.07,47400000,"Telecommunications",97,"West Valley City","UT","UT","West Valley City",-112.0010501,40.6916132
"1318",1319,"Telogis",3.07,69400000,"Software",370,"Aliso Viejo","CA","CA","Aliso Viejo",-117.7262981,33.5684605
"1319",1320,"Blue Sky MD",3.07,3200000,"Health",29,"Hendersonville","NC","NC","Hendersonville",-82.4609528,35.3187279
"1320",1321,"Edvisors",3.07,10500000,"Advertising & Marketing",28,"Quincy","MA","MA","Quincy",-71.0022705,42.2528772
"1321",1322,"Mindspark International",3.06,3500000,"IT Services",25,"Cumming","GA","GA","Cumming",-84.1401926,34.2073196
"1322",1323,"Knight Insurance Group",3.06,133900000,"Insurance",50,"LOS ANGELES","CA","CA","LOS ANGELES",-118.2436849,34.0522342
"1323",1324,"NTP Wireless",3.06,4800000,"Real Estate",8,"chicago","IL","IL","chicago",-87.6297982,41.8781136
"1324",1325,"Impact Advisors",3.05,39500000,"Health",140,"Naperville","IL","IL","Naperville",-88.1535352,41.7508391
"1325",1326,"Lyons Consulting Group",3.05,13800000,"IT Services",97,"Chicago","IL","IL","Chicago",-87.6297982,41.8781136
"1326",1327,"Johnnie-O",3.04,2200000,"Consumer Products & Services",7,"Santa Monica","CA","CA","Santa Monica",-118.4911912,34.0194543
"1327",1328,"AffiniPay",3.04,6700000,"Financial Services",30,"Austin","TX","TX","Austin",-97.7430608,30.267153
"1328",1329,"Cumberland Consulting Group",3.04,36300000,"IT Services",174,"Franklin","TN","TN","Franklin",-86.8688899,35.9250637
"1329",1330,"RevGen Partners",3.03,8500000,"Business Products & Services",58,"Centennial","CO","CO","Centennial",-95.7918634,36.0876282
"1330",1331,"Set and Service Resources",3.03,14500000,"Human Resources",25,"Raleigh","NC","NC","Raleigh",-78.6381787,35.7795897
"1331",1332,"Marvel Technologies",3.03,4600000,"IT Services",60,"Novi","MI","MI","Novi",-83.4754913,42.48059
"1332",1333,"Teles Properties",3.03,39400000,"Real Estate",36,"Los Angeles","CA","CA","Los Angeles",-118.2436849,34.0522342
"1333",1334,"Kinder Reese",3.03,3300000,"Real Estate",17,"Frisco","TX","TX","Frisco",-96.8236116,33.1506744
"1334",1335,"Procore Technologies",3.02,4800000,"Software",31,"Santa Barbara","CA","CA","Santa Barbara",-119.6981901,34.4208305
"1335",1336,"ESC Services",3.02,4600000,"Engineering",25,"Franklin","WI","WI","Franklin",-86.8688899,35.9250637
"1336",1337,"DreamBrands",3.02,4400000,"Health",15,"Phoenix","AZ","AZ","Phoenix",-112.0740373,33.4483771
"1337",1338,"Impact Management Services",3.02,1.2e+07,"Human Resources",425,"Southfield","MI","MI","Southfield",-83.2218731,42.4733688
"1338",1339,"Saturn Tech",3.01,2700000,"IT Services",52,"Farmington Hills","MI","MI","Farmington Hills",-83.3677168,42.4989936
"1339",1340,"G3 Communications",3.01,2300000,"Advertising & Marketing",15,"Hasbrouck Heights","NJ","NJ","Hasbrouck Heights",-74.0806971,40.8581553
"1340",1341,"BioAgilytix Labs",3,11900000,"Health",40,"Durham","NC","NC","Durham",-78.898619,35.9940329
"1341",1342,"Keystone Compliance",3,2100000,"Engineering",17,"New Castle","PA","PA","New Castle",-80.347009,41.0036719
"1342",1343,"Brightway Insurance",3,2.57e+08,"Insurance",136,"Jacksonville","FL","FL","Jacksonville",-81.655651,30.3321838
"1343",1344,"Cal-American Homes",2.99,2200000,"Real Estate",12,"Claremont","CA","CA","Claremont",-117.7197785,34.0966764
"1344",1345,"Pyxl",2.99,2800000,"Advertising & Marketing",22,"Knoxville","TN","TN","Knoxville",-83.9207392,35.9606384
"1345",1346,"Tilson Technology",2.99,7100000,"IT Services",45,"Portland","ME","ME","Portland",-122.6750261,45.5051064
"1346",1347,"FM Facility Maintenance",2.99,459700000,"Business Products & Services",327,"Hartford","CT","CT","Hartford",-72.6733723,41.7658043
"1347",1348,"Copious",2.99,2600000,"Advertising & Marketing",17,"Portland","OR","OR","Portland",-122.6750261,45.5051064
"1348",1349,"Magellan Search & Staffing",2.99,5700000,"Human Resources",39,"Plymouth Meeting","PA","PA","Plymouth Meeting",-75.2743467,40.1023319
"1349",1350,"Slate Rock Safety",2.99,3900000,"Business Products & Services",15,"Medina","OH","OH","Medina",39.5691841,24.5246542
"1350",1351,"Wilco Machine & Fab",2.99,1.37e+08,"Manufacturing",270,"Marlow","OK","OK","Marlow",-0.7769422,51.5719443
"1351",1352,"Housh",2.99,5400000,"Retail",12,"Monroe","OH","OH","Monroe",-95.963945,36.2231541
"1352",1353,"Authenticom",2.98,12100000,"Software",85,"La Crosse","WI","WI","La Crosse",-91.2519017,43.8137751
"1353",1354,"hrQ",2.98,8100000,"Human Resources",18,"Denver","CO","CO","Denver",-104.990251,39.7392358
"1354",1355,"NetVision Resources",2.98,16300000,"IT Services",120,"Chantilly","VA","VA","Chantilly",-77.4310992,38.8942786
"1355",1356,"IT America",2.98,13500000,"IT Services",172,"edison","NJ","NJ","edison",-97.2424044,37.727185
